Dialogue,Character,Label
But remember what Squidward said? We can't make any noise!,spongebob,1
Who said anything about noise? We're just gonna get outta the rough and back to the course!,not spongebob,0
"Hey! Patrick. Patrick! What's the big idea? I thought we were in here to play golf, remember?",spongebob,1
"Okay, okay!",not spongebob,0
Now where is that darn ball?,spongebob,1
Oh!,not spongebob,0
"Patrick, have you seen my ball?",spongebob,1
Was it a red one?,not spongebob,0
M-hmm.,spongebob,1
It might have been in the kelp salad.,not spongebob,0
"Patrick, you ate my ball?",spongebob,1
"Don't worry, I'll get it.",not spongebob,0
"Patrick, no.",spongebob,1
No?,not spongebob,0
"I have to play the ball where it lies.  You'll need to leave this open.  Now, let's see, if I was a golf ball, where would I-oh! Next to the gallbladder, of course. Fore!  Where's your ball?",spongebob,1
I don't know. Got to be around here somewhere.,not spongebob,0
There it is!,spongebob,1
Uh-oh.,not spongebob,0
Play it where it lies.,spongebob,1
Hole in one! Top that!,not spongebob,0
I could do that blindfolded.,spongebob,1
Wait up! Warmer. Warmer. Red hot!,not spongebob,0
Aha!,spongebob,1
"Warmer. Warmer. Colder. Colder. Warmer. Warmer. Warmer. Hot. Hotter. Red hot! Red hot!  Wait, My mistake. You're right. Oh, Warmer. Warmer. Hot. Hot. Red hot. Red hot! SpongeBob, red hot!  Wrong again.",not spongebob,0
Patrick...,spongebob,1
Stop peeking! Hotter.  Hotter! Hot! Hot! Cold. Hot. Cold. Hot! Cold.,not spongebob,0
"Patrick, this is ridic-  -ulous. Wow. Squidward's really let this place go. Patrick...!",spongebob,1
AAAAAHHH!!!!!!!!!!,not spongebob,0
What are you doing?,spongebob,1
I was just freshening up. But these fancy fixtures are touchy  Hot! Red hot! Ah! Cold! Cold! Cold!,not spongebob,0
Would you please get back in the game?,spongebob,1
But I wanted to try his loofah.,not spongebob,0
"Those balls have got to be around here somewhere. Oh, Patrick.",spongebob,1
"Uhh, look a little closer, buddy.",not spongebob,0
Play it where it lies?,spongebob,1
Play it where it lies.,not spongebob,0
But how are we gonna hit our balls back to my house from here?,spongebob,1
"All it takes is a little finesse, SpongeBob. All it takes is a little finesse.",not spongebob,0
"Okay, you're good to go.",spongebob,1
Fore!  It's all yours.,not spongebob,0
This one's for all the marbles.,spongebob,1
But I thought we weren't betting.,not spongebob,0
"No, I mean whoever wins this hole wins the game.",spongebob,1
What's going on here?,not spongebob,0
Hole in one!,not spongebob,0
Good morning.,spongebob,1
Sorry we woke you.,not spongebob,0
Wha-What?,not spongebob,0
"Hey, Squidward, what happened to your dentures?",spongebob,1
"Good game, pal.",not spongebob,0
Rematch next Saturday?,spongebob,1
"Rain or shine, SpongeBob. Rain or shine.",not spongebob,0
SpongeBob?!,not spongebob,0
"This is how to live, isn't it my friend?",spongebob,1
You said it buddy.,not spongebob,0
He's amazing!,not spongebob,0
I'll say!,not spongebob,0
Whoa!,not spongebob,0
Who is that guy?,not spongebob,0
That's Larry the Lobster. He's like living large!,not spongebob,0
What's your secret Larry?,not spongebob,0
"Well, you've gotta take risks.  Live on the edge.",not spongebob,0
Ooh!,not spongebob,0
"And you can't... Uh... You can't...  And you can't live like these two. Just look at 'em. Spineless,  weak,  afraid of their own shadows.  Pathetic!",not spongebob,0
"Larry, how can they redeem their worthless lives?",not spongebob,0
I'll tell you how: by living each day as if it were their last!,not spongebob,0
How do we do that?,not spongebob,0
"By living like me, Larry.",not spongebob,0
But what's that have...,not spongebob,0
"By living, like Larry.",not spongebob,0
"Living, like Larry.",not spongebob,0
Living like Larry!,not spongebob,0
Living like Larry. Living like Larry.  This is bogus!,not spongebob,0
What's that Pat?,spongebob,1
"SpongeBob, these are the best years of our lives, and you want to waste them blowing bubbles? We should be living in the moment! We should be living like Lar...  This is it SpongeBob! This is where we redeem are miserable lives! It's time to start...  ...LIVIN' LIKE LARRY!  Hey, SpongeBob! SpongeBob?",not spongebob,0
I'm living like Larry! Whoo-hoo!,spongebob,1
Where were you SpongeBob? That was awesome!,not spongebob,0
"Hey Patrick, where you going?",spongebob,1
To live my friend! We are going to live!  This is going to be the best fun yet!,not spongebob,0
I don't know about this Patrick.,spongebob,1
"You must defeat your reason, before you can start...  ...living like Larry!  Wo-hoo! SpongeBob, this is it!",not spongebob,0
Livin' Like Larry,not spongebob,0
De dee do dee do livin' like Larry. Dee dee dee doo livin' like Larry. Deedeedeedee livin' like Larry.,spongebob,1
Come on SpongeBob! What are you waiting for? Let's go!,not spongebob,0
"Uh, Patrick, where are we going?",spongebob,1
Just you wait! it's the ultimate!  What do you think? And wait 'till you see the best part!  Hey you guys.,not spongebob,0
"I don't know Patrick, this looks very danger...",spongebob,1
Here's to living like Larry!,not spongebob,0
"Well, wait a minute Patrick, I think your missing the point. Living like Larry doesn't mean throwing caution to the wind, and risking everything on a stunt that will cost you your life.",spongebob,1
"Don't you mean, cost us our lives SpongeBob?",not spongebob,0
"No Patrick, I mean your life. I'm not going.",spongebob,1
I see. And that's your final word on the subject?,not spongebob,0
Mmm-hmm.,spongebob,1
I feel sorry for you.,not spongebob,0
I wonder how Patrick's doing with his living like Larry thing.,spongebob,1
SpongeBob!  SpongeBob!  You were right SpongeBob! I went too far! I went too far!,not spongebob,0
"Oh it's okay buddy, I think you learned your lesson. Hmm?",spongebob,1
Uh-uh.,not spongebob,0
Don't make us come in there kid!,not spongebob,0
"Now you just let me handle those guys out there.  Gentlemen, Gentlemen.",spongebob,1
What the?,not spongebob,0
"I know that you might be angry at my friend for his shenanigans, but you are not the only victim. His reckless thrill chasing has made him a hollow shell of his former self. Just look  So let me assure you, his days of living in the moment are over. Can you not forgive him for what ever he did?",spongebob,1
Sure pal. Sure.,not spongebob,0
"By the way, what did he do that made you all so cranky?",spongebob,1
He knocked over our motorcycles!,not spongebob,0
"So scared! Adrenalin pumping!  Spine tingling! Endorphins rushing! I've never felt so alive! Oh, yeah baby, yeah! This is what Patrick was talking about! This is really living in the moment! Woo-yeah! This is life! Woo, woo, yeah, woo!  Now I am finally living like Larry!",spongebob,1
Are you sure about this SpongeBob?,not spongebob,0
"Oh come on Patrick, what happened to being in the moment?",spongebob,1
"I don't know SpongeBob, this looks pretty dangerous.",not spongebob,0
"Yeah, yeah, you said it buddy! Now we're really living like Larry!",spongebob,1
"Well, would you look at that. Now there's two guys who know how to live!",not spongebob,0
Prepare for countdown!,spongebob,1
"I'm proud of them.  Wait a minute, with that angle of trajectory, they'll land right in...Rippers Reef! They'll be ripped to shreds!  Wait, don't do it! Stop!",not spongebob,0
3-2-1 Lift off.,spongebob,1
Drat!,not spongebob,0
Whooooo!!! Whoohooooo!!! Whoowoowoo!!!,spongebob,1
"Whoooooa!!!  Look, guys, my advice wasn't meant to be taken literally! I meant to live life to the fullest, not to maim yourselves! Look!",not spongebob,0
Uh oh!,not spongebob,0
AAAAAHHHHHH!!!!  AAAAAAAHHHHHHH!!!!!,not spongebob,0
"What are you two lazy bones doing lying around? There's a really cool ramp down the hall, I've got room for two more.  What would Larry do?",spongebob,1
What would Larry do? I'll show you what Larry would do!  Come here! Come here I said! Hey!,not spongebob,0
"One monster Krabby Patty, please.",not spongebob,0
"Hmph, no one's ordered the monster Patty in ages. SpongeBob, one monster Krabby Patty.",not spongebob,0
Did you say a monster Krabby Patty?!,spongebob,1
"Uh, One monster Krabby Patty.",not spongebob,0
HUH?! Monster Krabby Patty?!,not spongebob,0
Monster Krabby Patty?!,not spongebob,0
Monster Krabby Patty?!,not spongebob,0
"Oh, dear Neptune.",spongebob,1
"Oh, boy.",not spongebob,0
"We can do this. At the count of three, we flip. Ready? One, two, three.  Spat?",spongebob,1
Mm-hmm. Mm-hmm. Go on.,not spongebob,0
"Well, we better get back to work.",not spongebob,0
Work? How can I go back to work without... without Spat?!,spongebob,1
Use another spatula'r.,not spongebob,0
"WHAT?! There is only one spatula for me, and that is Spat. Spat, wait up! Spat!  I'm coming, Spat!",spongebob,1
"Oh, Spat, we've been through so much together.",spongebob,1
"flipping patties, laying in the sun with spatula, scratching his back with spatula, playing ping pong with his spatula, reaching under the chair for the remote with spatula, and playing pirates with spatula.]",not spongebob,0
"There’s no easy way to say this. SpongeBob, if I were you, I would give serious consideration to start thinking about a replacement spatula.",not spongebob,0
Go home. Get some rest. We'll try to do everything we can.,not spongebob,0
"Thank you, Doctor.",spongebob,1
"Oh, I'm not a doctor. I'm an actor who's searching for a role. Yes! Woohoo! I am so totally gonna get this part.",not spongebob,0
Replacement spatula? How can anything ever replace... HEY! Look at that!,spongebob,1
Ooh. Looks fancy. So shiny. All those lines so sleek. What am I talking about? I don't need this.  Maybe I do need this.,spongebob,1
I would give serious consideration to...  a replacement spatula.,not spongebob,0
OW!,spongebob,1
"Uh-uh! No touchy-touchy the Le Spatula! It is very, very expensive.",not spongebob,0
I'm sorry.,spongebob,1
"Of course, if you purchase this fine item, you may... hold it.",not spongebob,0
"I've got some loose change in my pocket, will this cover it?",spongebob,1
Umm...  ...no.,not spongebob,0
How about now?,spongebob,1
No.,not spongebob,0
Now?,spongebob,1
No.,not spongebob,0
Now?,spongebob,1
No.,not spongebob,0
That's everything I have. Now can I buy Le Spatula?,spongebob,1
"Everything, huh?  Nice outfit.",not spongebob,0
"Evening, sir. Hey, granny, what's shaking?  Ooh, breezy today.",spongebob,1
"Nice outfit, SpongeBob!",not spongebob,0
"Thanks, Squidward. It was worth every penny.",spongebob,1
What's all the lallygagging about?,not spongebob,0
"Mr. Krabs, get a load of SpongeBob.",not spongebob,0
This better be good.,not spongebob,0
"Soon, everyone will know of your beauty.",spongebob,1
"Alright, what's going on in  ...ooh... Don't you have any shame, boy?",not spongebob,0
"All my shame went into here, Mr. Krabs.",spongebob,1
Le Spatular! What in blazes is that?,not spongebob,0
"Oh, just the answer to our little production dilemma.",spongebob,1
"Well, what can it do?",not spongebob,0
Can it make me famous?,not spongebob,0
Anything you want and more.,spongebob,1
"Ooh, that sounds exciting. Let me have a go at it.",not spongebob,0
"Oh, I'm sorry, Mr. Krabs, no can do.",spongebob,1
What? Are you going against your commanding officer?,not spongebob,0
"No, it's not that. It's just that this is a highly developed piece of engineering that takes quality time to master.",spongebob,1
"With that fancy machinery, I expect you to make Krabby Patties twice as fast.",not spongebob,0
"Oh, I don't think that'll be a problem, Mr. Krabs. In fact...",spongebob,1
Le Spatula 3000 at your service!,not spongebob,0
"Huh, impressive. Well, let's see that thing impress me even more by bringing in more customers and more money in me pocket.",not spongebob,0
"Oh, you won't believe what Le Spatula is capable of. Ready to show ‘em, buddy?  Oh, it's okay. No need to be shy. It's always tough the first day on the job.",spongebob,1
"Uh, can I get one Krabby Patty, please?",not spongebob,0
"SpongeBob, I need one Krabby Patty.",not spongebob,0
"One Krabby Patty, coming up lickety split.  Spat, is there something wrong, pal?",spongebob,1
"I would not dare touch such slop as this, how you say, Krabby Patty. I am designed for the up most interesting cuisine. No less!",not spongebob,0
"But, but, I thought we were friends.",spongebob,1
"Friends with you?! Ha! We are not even in the same social class.  Have a nice life of mediocrity, fry cook!",not spongebob,0
"Le Spatula, wait. I gave up everything for you. We had something.",spongebob,1
"How's that for something? Au revoir, peasants! Have fun laboring in your greasy spoon.",not spongebob,0
What happened?,not spongebob,0
"Le Spatula is gone, Mr. Krabs.",spongebob,1
"Well, how are you gonna make Krabby Patties WITHOUT A SPATULAR?!",not spongebob,0
"I had a spatula once. A real spatula. One that stood by me through thick and thin, through grease and gristle, and I betrayed his loyalty, like a fool!",spongebob,1
I always did like your old spatular. It got the job done every time.,not spongebob,0
"You're right, Mr. Krabs. The true measure of a good spatula is by his actions. Not by some fancy chrome and buttons. I gotta find my old spatula.",spongebob,1
"Go to em. Go now, boy. Go before I lose all me customers.",not spongebob,0
Spatula? It can't be true. It's too late!,spongebob,1
